"ID","Year","113_Cause_Name","Cause_Name_Year","State","Deaths","Age-adjusted_Death_Rate"
"1479",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Massachusetts","12130","138.5"
"1480",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Michigan","24794","198.9"
"1481",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Minnesota","7844","116.6"
"1482",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Mississippi","7969","240.5"
"1483",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Missouri","14808","197.9"
"1484",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Montana","2104","155.8"
"1485",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nebraska","3591","154.5"
"1486",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nevada","6114","200.9"
"1487",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Hampshire","2571","149"
"1488",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Jersey","18647","166.7"
"1489",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Mexico","3508","142.4"
"1490",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New York","44450","181.6"
"1491",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Carolina","18474","162.4"
"1492",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Dakota","1323","142.4"
"1493",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Ohio","28069","191.7"
"1494",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oklahoma","10310","234"
"1495",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oregon","6859","136.1"
"1496",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Pennsylvania","32042","177.8"
"1497",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Rhode Island","2371","160.4"
"1498",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Carolina","10092","177.8"
"1499",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Dakota","1711","150.9"
"1500",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Tennessee","15730","207.3"
"1501",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Texas","43298","171.6"
"1502",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","United States","633842","168.5"
"1503",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Utah","3598","152.9"
"1504",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Vermont","1311","152.5"
"1505",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Virginia","14077","154.2"
"1506",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Washington","11025","137.6"
"1507",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","West Virginia","4727","191.3"
"1508",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wisconsin","11473","156"
"1509",2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wyoming","1030","159.4"
"1510",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alabama","1097","19.5"
"1511",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alaska","41","8.4"
"1512",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arizona","775","9.5"
"1513",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arkansas","700","20"
"1514",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","California","6188","14.8"
"1515",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Colorado","659","12.3"
"1516",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Connecticut","667","13.6"
"1517",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Delaware","189","16.1"
"1518",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","District of Columbia","104","16.2"
"1519",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Florida","2676","8.9"
"1520",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Georgia","1467","15.5"
"1521",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Hawaii","557","27.4"
"1522",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Idaho","218","12.4"
"1523",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Illinois","2343","15.7"
"1524",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Indiana","1044","13.9"
"1525",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Iowa","618","14.2"
"1526",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kansas","682","18.9"
"1527",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kentucky","967","19.3"
"1528",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Louisiana","753","15.3"
"1529",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Maine","333","17.6"
"1530",2007,"All Causes","All causes","Rhode Island","9723","747.2"
"1531",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Maryland","1176","17.7"
"1532",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Massachusetts","1512","17.1"
"1533",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Michigan","1894","15.2"
"1534",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Minnesota","738","10.9"
"1535",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Mississippi","791","24"
"1536",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Missouri","1337","17.9"
"1537",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Montana","183","13.7"
"1538",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Nebraska","397","16.9"
"1539",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Nevada","630","21.3"
"1540",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Hampshire","275","16.1"
"1541",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Jersey","1402","12.5"
"1542",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Mexico","322","13.6"
"1543",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New York","4881","20"
"1544",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","North Carolina","2115","18.7"
"1545",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","North Dakota","172","17.7"
"1546",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Ohio","2445","16.6"
"1547",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Oklahoma","717","16.5"
"1548",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Oregon","453","9"
"1549",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Pennsylvania","2899","15.9"
"1550",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Rhode Island","246","16.2"
"1551",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","South Carolina","848","15.3"
"1552",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","South Dakota","213","18.2"
"1553",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Tennessee","1723","23.3"
"1554",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Texas","3214","13"
"1555",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","United States","57062","15.2"
"1556",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Utah","372","15.7"
"1557",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Vermont","85","10"
"1558",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Virginia","1416","15.7"
"1559",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Washington","851","10.7"
"1560",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","West Virginia","526","21.2"
"1561",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wisconsin","1052","14.2"
"1562",2015,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wyoming","99","16"
"1563",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alabama","750","14.9"
"1564",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alaska","201","26.9"
"1565",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arizona","1276","18.2"
"1566",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arkansas","577","19.1"
"1567",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","California","4167","10.3"
"1568",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Colorado","1093","19.5"
"1569",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Connecticut","384","9.9"
"1570",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Delaware","122","12.6"
"1571",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","District of Columbia","34","4.9"
"1572",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Florida","3205","14.4"
"1573",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Georgia","1317","12.7"
"1574",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Hawaii","201","13.5"
"1575",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Idaho","359","22.1"
"1576",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Illinois","1363","10.3"
"1577",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Indiana","960","14.4"
"1578",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Iowa","433","13.9"
"1579",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kansas","477","16.3"
"1580",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kentucky","776","17.1"
"1581",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Louisiana","722","15.2"
"1582",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maine","235","16"
"1583",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maryland","553","8.8"
"1584",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Massachusetts","642","8.9"
"1585",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Michigan","1410","13.8"
"1586",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Minnesota","730","13.2"
"1587",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Mississippi","431","14"
"1588",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Missouri","1052","17.1"
"1589",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Montana","272","25.3"
"1590",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nebraska","223","11.7"
"1591",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nevada","558","18.4"
"1592",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Hampshire","228","16.5"
"1593",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Jersey","789","8.3"
"1594",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Mexico","500","23.7"
"1595",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New York","1652","7.8"
"1596",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Carolina","1406","13.4"
"1597",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Dakota","124","17.5"
"1598",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Ohio","1650","13.9"
"1599",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Oklahoma","790","20.3"
"1600",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Oregon","762","17.8"
"1601",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Pennsylvania","1894","14"
"1602",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Rhode Island","127","11.2"
"1603",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","South Carolina","742","14.8"
"1604",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","South Dakota","173","20.4"
"1605",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Tennessee","1068","15.7"
"1606",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Texas","3403","12.5"
"1607",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","United States","44193","13.3"
"1608",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Utah","630","22.4"
"1609",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Vermont","103","14.8"
"1610",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Virginia","1118","12.7"
"1611",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Washington","1137","15.4"
"1612",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","West Virginia","340","17.4"
"1613",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Wisconsin","877","14.7"
"1614",2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Wyoming","157","28"
"1615",2015,"Malignant neoplasms (C00-C97)","Cancer","Alabama","10354","175.6"
"1616",2015,"Malignant neoplasms (C00-C97)","Cancer","Alaska","978","159.8"
"1617",2015,"Malignant neoplasms (C00-C97)","Cancer","Arizona","11776","141.3"
"1618",2015,"Malignant neoplasms (C00-C97)","Cancer","Arkansas","6727","185.4"
"1619",2015,"Malignant neoplasms (C00-C97)","Cancer","California","59629","142.8"
"1620",2015,"Malignant neoplasms (C00-C97)","Cancer","Colorado","7604","134.4"
"1621",2015,"Malignant neoplasms (C00-C97)","Cancer","Connecticut","6666","146.2"
"1622",2015,"Malignant neoplasms (C00-C97)","Cancer","Delaware","2010","165.6"
"1623",2015,"Malignant neoplasms (C00-C97)","Cancer","District of Columbia","1072","167.5"
"1624",2015,"Malignant neoplasms (C00-C97)","Cancer","Florida","44027","150.6"
"1625",2015,"Malignant neoplasms (C00-C97)","Cancer","Georgia","16945","163"
"1626",2015,"Malignant neoplasms (C00-C97)","Cancer","Hawaii","2462","135.3"
"1627",2015,"Malignant neoplasms (C00-C97)","Cancer","Idaho","2849","153.6"
"1628",2015,"Malignant neoplasms (C00-C97)","Cancer","Illinois","24713","167.6"
"1629",2015,"Malignant neoplasms (C00-C97)","Cancer","Indiana","13511","176.3"
"1630",2015,"Malignant neoplasms (C00-C97)","Cancer","Iowa","6513","164.1"
"1631",2015,"Malignant neoplasms (C00-C97)","Cancer","Kansas","5604","164.6"
"1632",2015,"Malignant neoplasms (C00-C97)","Cancer","Kentucky","10312","195.9"
"1633",2015,"Malignant neoplasms (C00-C97)","Cancer","Louisiana","9397","180.2"
"1634",2015,"Malignant neoplasms (C00-C97)","Cancer","Maine","3398","178"
"1635",2015,"Malignant neoplasms (C00-C97)","Cancer","Maryland","10568","155"
"1636",2015,"Malignant neoplasms (C00-C97)","Cancer","Massachusetts","12750","152.9"
"1637",2015,"Malignant neoplasms (C00-C97)","Cancer","Michigan","20732","168"
"1638",2015,"Malignant neoplasms (C00-C97)","Cancer","Minnesota","9925","153"
"1639",2015,"Malignant neoplasms (C00-C97)","Cancer","Mississippi","6485","188.4"
"1640",2015,"Malignant neoplasms (C00-C97)","Cancer","Missouri","12965","173.4"
"1641",2015,"Malignant neoplasms (C00-C97)","Cancer","Montana","2130","156.9"
"1642",2015,"Malignant neoplasms (C00-C97)","Cancer","Nebraska","3514","157.8"
"1643",2015,"Malignant neoplasms (C00-C97)","Cancer","Nevada","5015","157.2"
"1644",2015,"Malignant neoplasms (C00-C97)","Cancer","New Hampshire","2773","161.3"
"1645",2015,"Malignant neoplasms (C00-C97)","Cancer","New Jersey","16270","150.8"
"1646",2015,"Malignant neoplasms (C00-C97)","Cancer","New Mexico","3591","143.3"
"1647",2015,"Malignant neoplasms (C00-C97)","Cancer","New York","35089","148.4"
"1648",2015,"Malignant neoplasms (C00-C97)","Cancer","North Carolina","19322","164.7"
"1649",2015,"Malignant neoplasms (C00-C97)","Cancer","North Dakota","1320","152.9"
"1650",2015,"Malignant neoplasms (C00-C97)","Cancer","Ohio","25396","175.1"
"1651",2015,"Malignant neoplasms (C00-C97)","Cancer","Oklahoma","8280","184.3"
"1652",2015,"Malignant neoplasms (C00-C97)","Cancer","Oregon","8093","160.2"
"1653",2015,"Malignant neoplasms (C00-C97)","Cancer","Pennsylvania","28697","167.2"
"1654",2015,"Malignant neoplasms (C00-C97)","Cancer","Rhode Island","2226","163.1"
"1655",2015,"Malignant neoplasms (C00-C97)","Cancer","South Carolina","9950","166.6"
"1656",2015,"Malignant neoplasms (C00-C97)","Cancer","South Dakota","1640","154"
"1657",2015,"Malignant neoplasms (C00-C97)","Cancer","Tennessee","14214","180.5"
"1658",2015,"Malignant neoplasms (C00-C97)","Cancer","Texas","39121","149.2"
"1659",2015,"Malignant neoplasms (C00-C97)","Cancer","United States","595930","158.5"
"1660",2015,"Malignant neoplasms (C00-C97)","Cancer","Utah","3091","125.2"
"1661",2015,"Malignant neoplasms (C00-C97)","Cancer","Vermont","1399","165.3"
"1662",2015,"Malignant neoplasms (C00-C97)","Cancer","Virginia","14947","159.5"
"1663",2015,"Malignant neoplasms (C00-C97)","Cancer","Washington","12687","156.4"
"1664",2015,"Malignant neoplasms (C00-C97)","Cancer","West Virginia","4839","190.4"
"1665",2015,"Malignant neoplasms (C00-C97)","Cancer","Wisconsin","11423","159.3"
"1666",2015,"Malignant neoplasms (C00-C97)","Cancer","Wyoming","931","139.4"
"1667",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Alabama","1040","18.4"
"1668",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Alaska","50","10"
"1669",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Arizona","458","5.5"
"1670",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Arkansas","707","19.8"
"1671",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","California","3557","8.6"
"1672",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Colorado","458","8.5"
"1673",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Connecticut","584","12.1"
"1674",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Delaware","174","14.5"
"1675",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","District of Columbia","65","9.9"
"1676",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Florida","3203","10.8"
"1677",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Georgia","1881","19.2"
"1678",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Hawaii","202","10.8"
"1679",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Idaho","154","8.7"
"1680",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Illinois","2543","17.3"
"1681",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Indiana","1450","18.9"
"1682",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Iowa","336","8"
"1683",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Kansas","582","16.8"
"1684",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Kentucky","998","19.7"
"1685",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Louisiana","1160","23.2"
"1686",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Maine","211","11.4"
"1687",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Maryland","834","12.3"
"1688",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Massachusetts","1228","14.3"
"1689",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Michigan","1921","15.6"
"1690",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Minnesota","639","9.7"
"1691",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Mississippi","731","22"
"1692",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Missouri","1483","19.9"
"1693",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Montana","121","9.3"
"1694",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Nebraska","264","11.2"
"1695",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Nevada","316","10.5"
"1696",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Hampshire","194","11.4"
"1697",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Jersey","1582","14.4"
"1698",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New Mexico","316","12.9"
"1699",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","New York","2245","9.3"
"1700",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","North Carolina","1821","16"
"1701",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","North Dakota","118","12.5"
"1702",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Ohio","2100","14.5"
"1703",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Oklahoma","616","14.2"
"1704",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Oregon","409","8.2"
"1705",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Pennsylvania","3021","16.9"
"1706",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Rhode Island","142","9.8"
"1707",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","South Carolina","886","15.5"
"1708",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","South Dakota","79","7.4"
"1709",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Tennessee","1090","14.4"
"1710",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Texas","4052","16.1"
"1711",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","United States","49959","13.4"
"1712",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Utah","363","15.6"
"1713",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Vermont","39","4.5"
"1714",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Virginia","1470","16.1"
"1715",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Washington","474","5.9"
"1716",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","West Virginia","510","20.4"
"1717",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Wisconsin","996","13.7"
"1718",2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Kidney disease","Wyoming","86","13.3"
"1719",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Alabama","2463","49.3"
"1720",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Alaska","379","55"
"1721",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Arizona","3322","47"
"1722",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Arkansas","1458","47.4"
"1723",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","California","11804","29.2"
"1724",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Colorado","2517","47.1"
"1725",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Connecticut","1641","40.9"
"1726",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Delaware","425","43.7"
"1727",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","District of Columbia","217","33.1"
"1728",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Florida","9432","41.4"
"1729",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Georgia","3963","40.1"
"1730",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Hawaii","476","30.1"
"1731",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Idaho","765","46.5"
"1732",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Illinois","4644","34.4"
"1733",2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)","Unintentional injuries","Indiana","2974","43.9"
