ID,Cause_Name,Deaths,Age-adjusted_Death_Rate,State
2626,Heart disease,12023,141.5,Massachusetts
2627,Heart disease,24156,199.8,Michigan
2628,Heart disease,7714,119.6,Minnesota
2629,Heart disease,7715,240,Mississippi
2630,Heart disease,14095,194.7,Missouri
2631,Heart disease,2004,154.3,Montana
2632,Heart disease,3381,147.9,Nebraska
2633,Heart disease,5434,195.1,Nevada
2634,Heart disease,2434,148.9,New Hampshire
2635,Heart disease,18460,170.1,New Jersey
2636,Heart disease,3425,147.1,New Mexico
2637,Heart disease,44039,184.8,New York
2638,Heart disease,17830,165.3,North Carolina
2639,Heart disease,1382,150.7,North Dakota
2640,Heart disease,26878,187.9,Ohio
2641,Heart disease,9721,228.5,Oklahoma
2642,Heart disease,6523,135.1,Oregon
2643,Heart disease,31629,179,Pennsylvania
2644,Heart disease,2364,163.4,Rhode Island
2645,Heart disease,9648,180,South Carolina
2646,Heart disease,1630,150.1,South Dakota
2647,Heart disease,14803,204.1,Tennessee
2648,Heart disease,40203,170.7,Texas
2649,Heart disease,611105,169.8,United States
2650,Heart disease,3323,149,Utah
2651,Heart disease,1220,149.6,Vermont
2652,Heart disease,13663,157.3,Virginia
2653,Heart disease,10524,138.2,Washington
2654,Heart disease,4666,193.7,West Virginia
2655,Heart disease,11362,159.3,Wisconsin
2656,Heart disease,939,152.4,Wyoming
2657,Influenza and pneumonia,1035,19.2,Alabama
2658,Influenza and pneumonia,66,14.1,Alaska
2659,Influenza and pneumonia,776,10.4,Arizona
2660,Influenza and pneumonia,794,23.3,Arkansas
2661,Influenza and pneumonia,6551,16.6,California
2662,Influenza and pneumonia,606,12,Colorado
2663,Influenza and pneumonia,604,12.2,Connecticut
2664,Influenza and pneumonia,150,13.6,Delaware
2665,Influenza and pneumonia,83,13.2,District of Columbia
2666,Influenza and pneumonia,2662,9.5,Florida
2667,Influenza and pneumonia,1494,16.8,Georgia
2668,Influenza and pneumonia,457,24.1,Hawaii
2669,Influenza and pneumonia,259,15.1,Idaho
2670,Influenza and pneumonia,2441,16.8,Illinois
2671,Influenza and pneumonia,1132,15.3,Indiana
2672,Influenza and pneumonia,761,17.8,Iowa
2673,Influenza and pneumonia,715,20.2,Kansas
2674,Influenza and pneumonia,919,19.1,Kentucky
2675,Influenza and pneumonia,892,18.6,Louisiana
2676,Influenza and pneumonia,258,14,Maine
2677,Influenza and pneumonia,1103,17.2,Maryland
2678,Influenza and pneumonia,1551,18,Massachusetts
2679,Influenza and pneumonia,1896,15.8,Michigan
2680,Influenza and pneumonia,751,11.6,Minnesota
2681,Influenza and pneumonia,769,24.3,Mississippi
2682,Influenza and pneumonia,1352,18.7,Missouri
2683,Influenza and pneumonia,210,16.4,Montana
2684,Influenza and pneumonia,343,14.5,Nebraska
2685,Influenza and pneumonia,513,18.6,Nevada
2686,Influenza and pneumonia,226,13.9,New Hampshire
2687,Influenza and pneumonia,1356,12.6,New Jersey
2688,Influenza and pneumonia,337,14.8,New Mexico
2689,Influenza and pneumonia,4892,20.5,New York
2690,Influenza and pneumonia,1931,18.3,North Carolina
2691,Influenza and pneumonia,134,14.6,North Dakota
2692,Influenza and pneumonia,2374,16.6,Ohio
2693,Influenza and pneumonia,759,18,Oklahoma
2694,Influenza and pneumonia,496,10.4,Oregon
2695,Influenza and pneumonia,2884,16.2,Pennsylvania
2696,Influenza and pneumonia,195,12.9,Rhode Island
2697,Influenza and pneumonia,747,14.2,South Carolina
2698,Influenza and pneumonia,184,16.2,South Dakota
2699,Influenza and pneumonia,1564,22.1,Tennessee
2700,Influenza and pneumonia,3339,14.4,Texas
2701,Influenza and pneumonia,56979,15.9,United States
2702,Influenza and pneumonia,413,18.6,Utah
2703,Influenza and pneumonia,77,9.3,Vermont
2704,Influenza and pneumonia,1442,17,Virginia
2705,Influenza and pneumonia,768,10.1,Washington
2706,Influenza and pneumonia,481,20.2,West Virginia
2707,Influenza and pneumonia,1125,15.6,Wisconsin
2708,Influenza and pneumonia,112,18.4,Wyoming
2709,Suicide,721,14.4,Alabama
2710,Suicide,171,23.2,Alaska
2711,Suicide,1163,17.5,Arizona
2712,Suicide,516,17.3,Arkansas
2713,Suicide,4025,10.2,California
2714,Suicide,1007,18.6,Colorado
2715,Suicide,330,8.7,Connecticut
2716,Suicide,122,12.5,Delaware
2717,Suicide,38,5.7,District of Columbia
2718,Suicide,2928,13.8,Florida
2719,Suicide,1212,12,Georgia
2720,Suicide,171,11.8,Hawaii
2721,Suicide,308,19.2,Idaho
2722,Suicide,1321,9.9,Illinois
2723,Suicide,944,14.3,Indiana
2724,Suicide,447,14.4,Iowa
2725,Suicide,425,14.7,Kansas
2726,Suicide,701,15.6,Kentucky
2727,Suicide,583,12.4,Louisiana
2728,Suicide,245,17.4,Maine
2729,Suicide,569,9.2,Maryland
2730,Suicide,572,8.2,Massachusetts
2731,Suicide,1295,12.9,Michigan
2732,Suicide,678,12.1,Minnesota
2733,Suicide,388,13,Mississippi
2734,Suicide,960,15.6,Missouri
2735,Suicide,243,23.7,Montana
2736,Suicide,220,11.6,Nebraska
2737,Suicide,541,18.6,Nevada
2738,Suicide,185,12.8,New Hampshire
2739,Suicide,757,8,New Jersey
2740,Suicide,431,20.3,New Mexico
2741,Suicide,1687,8.1,New York
2742,Suicide,1284,12.6,North Carolina
2743,Suicide,128,17.3,North Dakota
2744,Suicide,1526,12.9,Ohio
2745,Suicide,665,17.2,Oklahoma
2746,Suicide,698,16.8,Oregon
2747,Suicide,1788,13.4,Pennsylvania
2748,Suicide,132,12.2,Rhode Island
2749,Suicide,696,14,South Carolina
2750,Suicide,147,18,South Dakota
2751,Suicide,1030,15.4,Tennessee
2752,Suicide,3059,11.7,Texas
2753,Suicide,41149,12.6,United States
2754,Suicide,579,21.4,Utah
2755,Suicide,112,16.8,Vermont
2756,Suicide,1072,12.5,Virginia
2757,Suicide,1027,14.1,Washington
2758,Suicide,323,16.4,West Virginia
2759,Suicide,850,14.4,Wisconsin
2760,Suicide,129,21.5,Wyoming
2761,Cancer,10328,182.2,Alabama
2762,Cancer,1016,172,Alaska
2763,Cancer,11347,147,Arizona
2764,Cancer,6688,190,Arkansas
2765,Cancer,57714,147,California
2766,Cancer,7357,139.2,Colorado
2767,Cancer,6619,148.4,Connecticut
2768,Cancer,1905,167.6,Delaware
2769,Cancer,1095,178.2,District of Columbia
2770,Cancer,42735,155.9,Florida
2771,Cancer,16417,167.7,Georgia
2772,Cancer,2332,135.5,Hawaii
2773,Cancer,2707,156.2,Idaho
2774,Cancer,24491,171.9,Illinois
2775,Cancer,13258,179.5,Indiana
2776,Cancer,6509,168.4,Iowa
2777,Cancer,5379,163.1,Kansas
2778,Cancer,10085,199.3,Kentucky
2779,Cancer,9419,188.5,Louisiana
2780,Cancer,3227,175.2,Maine
2781,Cancer,10609,162.9,Maryland
2782,Cancer,12858,159.6,Massachusetts
2783,Cancer,20367,170.5,Michigan
2784,Cancer,9601,155.4,Minnesota
2785,Cancer,6527,197,Mississippi
2786,Cancer,12955,179.4,Missouri
2787,Cancer,1997,154.1,Montana
2788,Cancer,3459,161.3,Nebraska
2789,Cancer,4817,164.8,Nevada
2790,Cancer,2584,158,New Hampshire
2791,Cancer,16315,156.2,New Jersey
2792,Cancer,3482,145.4,New Mexico
2793,Cancer,35738,155.9,New York
2794,Cancer,18589,167.6,North Carolina
2795,Cancer,1286,151.8,North Dakota
2796,Cancer,24986,177.6,Ohio
2797,Cancer,8039,185.7,Oklahoma
2798,Cancer,7799,163.4,Oregon
2799,Cancer,28512,170.6,Pennsylvania
2800,Cancer,2326,174.6,Rhode Island
2801,Cancer,9745,174,South Carolina
2802,Cancer,1577,154.5,South Dakota
2803,Cancer,13953,185.5,Tennessee
2804,Cancer,38412,156.9,Texas
2805,Cancer,584881,163.2,United States
2806,Cancer,2971,127.6,Utah
2807,Cancer,1318,163.4,Vermont
2808,Cancer,14414,162,Virginia
2809,Cancer,11928,156.1,Washington
2810,Cancer,4718,190.8,West Virginia
2811,Cancer,11425,165.2,Wisconsin
2812,Cancer,946,148.2,Wyoming
2813,Kidney disease,1057,19.3,Alabama
2814,Kidney disease,49,10.1,Alaska
2815,Kidney disease,374,4.9,Arizona
2816,Kidney disease,762,22,Arkansas
2817,Kidney disease,2840,7.2,California
2818,Kidney disease,450,9,Colorado
2819,Kidney disease,565,11.9,Connecticut
2820,Kidney disease,178,16,Delaware
2821,Kidney disease,54,8.8,District of Columbia
2822,Kidney disease,3130,11.1,Florida
2823,Kidney disease,1652,18.1,Georgia
2824,Kidney disease,209,11.3,Hawaii
2825,Kidney disease,148,8.8,Idaho
2826,Kidney disease,2444,17.1,Illinois
2827,Kidney disease,1352,18.4,Indiana
2828,Kidney disease,369,8.8,Iowa
2829,Kidney disease,594,17.4,Kansas
2830,Kidney disease,991,20.5,Kentucky
2831,Kidney disease,1108,23.1,Louisiana
2832,Kidney disease,252,13.6,Maine
2833,Kidney disease,737,11.4,Maryland
2834,Kidney disease,1261,15.1,Massachusetts
2835,Kidney disease,1660,13.9,Michigan
2836,Kidney disease,653,10.2,Minnesota
2837,Kidney disease,731,22.8,Mississippi
2838,Kidney disease,1305,18,Missouri
2839,Kidney disease,130,10.3,Montana
2840,Kidney disease,222,10,Nebraska
2841,Kidney disease,370,13.3,Nevada
2842,Kidney disease,175,11,New Hampshire
2843,Kidney disease,1400,13.2,New Jersey
2844,Kidney disease,302,13.2,New Mexico
2845,Kidney disease,2285,9.7,New York
2846,Kidney disease,1780,16.6,North Carolina
2847,Kidney disease,117,12.9,North Dakota
2848,Kidney disease,1985,14,Ohio
2849,Kidney disease,606,14.4,Oklahoma
2850,Kidney disease,327,6.9,Oregon
2851,Kidney disease,2767,15.7,Pennsylvania
2852,Kidney disease,149,10.4,Rhode Island
2853,Kidney disease,869,16,South Carolina
2854,Kidney disease,64,5.9,South Dakota
2855,Kidney disease,1068,14.8,Tennessee
2856,Kidney disease,3722,15.9,Texas
2857,Kidney disease,47112,13.2,United States
2858,Kidney disease,312,14.1,Utah
2859,Kidney disease,30,3.8,Vermont
2860,Kidney disease,1547,18,Virginia
2861,Kidney disease,461,6.1,Washington
2862,Kidney disease,450,18.6,West Virginia
2863,Kidney disease,993,14,Wisconsin
2864,Kidney disease,56,9.4,Wyoming
2865,Unintentional injuries,2283,46.6,Alabama
2866,Unintentional injuries,368,54.1,Alaska
2867,Unintentional injuries,3029,45.1,Arizona
2868,Unintentional injuries,1521,50,Arkansas
2869,Unintentional injuries,10906,28,California
2870,Unintentional injuries,2403,47.1,Colorado
2871,Unintentional injuries,1392,34.7,Connecticut
2872,Unintentional injuries,374,38.8,Delaware
2873,Unintentional injuries,194,31.3,District of Columbia
2874,Unintentional injuries,8770,39.9,Florida
2875,Unintentional injuries,3731,39,Georgia
2876,Unintentional injuries,458,30.1,Hawaii
2877,Unintentional injuries,699,43.7,Idaho
2878,Unintentional injuries,4488,33.6,Illinois
2879,Unintentional injuries,2776,41.4,Indiana
2880,Unintentional injuries,1369,39.7,Iowa
2881,Unintentional injuries,1319,43.6,Kansas
2882,Unintentional injuries,2741,62,Kentucky
2883,Unintentional injuries,2362,51.1,Louisiana
2884,Unintentional injuries,602,40.4,Maine
2885,Unintentional injuries,1696,27.7,Maryland
2886,Unintentional injuries,2195,29.8,Massachusetts
2887,Unintentional injuries,3805,36.6,Michigan
2888,Unintentional injuries,2301,39.1,Minnesota
2889,Unintentional injuries,1627,54.5,Mississippi
2890,Unintentional injuries,3002,47.8,Missouri
2891,Unintentional injuries,572,52.8,Montana
2892,Unintentional injuries,792,39.8,Nebraska
2893,Unintentional injuries,1177,42.4,Nevada
2894,Unintentional injuries,573,40.1,New Hampshire
2895,Unintentional injuries,2990,31.7,New Jersey
2896,Unintentional injuries,1351,65,New Mexico
2897,Unintentional injuries,5786,27.4,New York
2898,Unintentional injuries,4281,43,North Carolina
2899,Unintentional injuries,318,41.1,North Dakota
2900,Unintentional injuries,5420,44.7,Ohio
2901,Unintentional injuries,2388,61.6,Oklahoma
2902,Unintentional injuries,1709,39.9,Oregon
2903,Unintentional injuries,6334,45,Pennsylvania
2904,Unintentional injuries,525,44.1,Rhode Island
2905,Unintentional injuries,2336,48.3,South Carolina
2906,Unintentional injuries,426,47.4,South Dakota
2907,Unintentional injuries,3513,53.1,Tennessee
2908,Unintentional injuries,9313,37.4,Texas
2909,Unintentional injuries,127792,39.1,United States
2910,Unintentional injuries,1097,44.5,Utah
2911,Unintentional injuries,333,47.4,Vermont
2912,Unintentional injuries,2883,34.5,Virginia
2913,Unintentional injuries,2760,38.3,Washington
2914,Unintentional injuries,1371,70.8,West Virginia
2915,Unintentional injuries,2825,44.7,Wisconsin
2916,Unintentional injuries,308,52.9,Wyoming
2917,All causes,49301,926.7,Alabama
2918,All causes,3912,731.4,Alaska
2919,All causes,49549,682.9,Arizona
2920,All causes,30117,897.5,Arkansas
2921,All causes,242554,630.4,California
2922,All causes,33133,665.6,Colorado
2923,All causes,29316,648.2,Connecticut
2924,All causes,7875,745.4,Delaware
2925,All causes,4650,757.2,District of Columbia
2926,All causes,177291,669.9,Florida
2927,All causes,72847,808.6,Georgia
2928,All causes,10274,586.5,Hawaii
2929,All causes,11998,726.6,Idaho
2930,All causes,102433,728.7,Illinois
2931,All causes,59332,827.5,Indiana
2932,All causes,28389,718.3,Iowa
2933,All causes,25145,761,Kansas
2934,All causes,43664,916.3,Kentucky
2935,All causes,42320,898.6,Louisiana
2936,All causes,12870,730.4,Maine
2937,All causes,44477,709.1,Maryland
2938,All causes,53177,657.9,Massachusetts
2939,All causes,89901,774.2,Michigan
2940,All causes,40016,649.5,Minnesota
2941,All causes,29544,942.9,Mississippi
2942,All causes,56094,803,Missouri
2943,All causes,8976,732.4,Montana
2944,All causes,15659,719,Nebraska
2945,All causes,20785,774.6,Nevada
2946,All causes,10730,687.5,New Hampshire
2947,All causes,70534,677.6,New Jersey
2948,All causes,16710,744.6,New Mexico
2949,All causes,148991,652.1,New York
2950,All causes,81925,786.4,North Carolina
2951,All causes,6038,701.2,North Dakota
2952,All causes,112498,817.9,Ohio
2953,All causes,36870,891.5,Oklahoma
2954,All causes,32759,706.6,Oregon
2955,All causes,126981,759.2,Pennsylvania
2956,All causes,9354,686.5,Rhode Island
2957,All causes,43198,835.2,South Carolina
2958,All causes,7333,712.3,South Dakota
2959,All causes,61956,880.6,Tennessee
2960,All causes,174187,753.3,Texas
2961,All causes,2543279,732.8,United States
2962,All causes,15676,700,Utah
2963,All causes,5491,700.1,Vermont
2964,All causes,61564,730.2,Virginia
2965,All causes,50105,681.5,Washington
2966,All causes,21915,939.3,West Virginia
2967,All causes,48384,707.8,Wisconsin
2968,All causes,4481,748.3,Wyoming
2969,Alzheimer's disease,1390,27.2,Alabama
2970,Alzheimer's disease,102,27.2,Alaska
2971,Alzheimer's disease,2160,30,Arizona
2972,Alzheimer's disease,931,27.9,Arkansas
2973,Alzheimer's disease,11649,30,California
2974,Alzheimer's disease,1322,28.4,Colorado
2975,Alzheimer's disease,842,16.8,Connecticut
2976,Alzheimer's disease,213,20.2,Delaware
2977,Alzheimer's disease,129,20.5,District of Columbia
2978,Alzheimer's disease,4422,15.2,Florida
2979,Alzheimer's disease,2074,26.2,Georgia
2980,Alzheimer's disease,249,12.4,Hawaii
2981,Alzheimer's disease,354,21.9,Idaho
2982,Alzheimer's disease,2865,19.8,Illinois
2983,Alzheimer's disease,2038,28.1,Indiana
2984,Alzheimer's disease,1336,30.5,Iowa
2985,Alzheimer's disease,789,22.5,Kansas
2986,Alzheimer's disease,1506,33,Kentucky
2987,Alzheimer's disease,1399,31.6,Louisiana
2988,Alzheimer's disease,432,23.5,Maine
2989,Alzheimer's disease,906,14.7,Maryland
2990,Alzheimer's disease,1713,19.8,Massachusetts
2991,Alzheimer's disease,3064,25.6,Michigan
2992,Alzheimer's disease,1445,22.2,Minnesota
2993,Alzheimer's disease,923,30.7,Mississippi
2994,Alzheimer's disease,1863,25.9,Missouri
2995,Alzheimer's disease,265,20.8,Montana
2996,Alzheimer's disease,570,24.4,Nebraska
2997,Alzheimer's disease,356,15.3,Nevada
2998,Alzheimer's disease,392,25.1,New Hampshire
2999,Alzheimer's disease,1881,17.1,New Jersey
3000,Alzheimer's disease,373,17.1,New Mexico
3001,Alzheimer's disease,2640,10.9,New York
3002,Alzheimer's disease,2850,28.4,North Carolina
3003,Alzheimer's disease,364,36.6,North Dakota
3004,Alzheimer's disease,3935,27.4,Ohio
3005,Alzheimer's disease,1069,26.3,Oklahoma
3006,Alzheimer's disease,1326,27.9,Oregon
3007,Alzheimer's disease,3505,18.9,Pennsylvania
3008,Alzheimer's disease,299,19.8,Rhode Island
3009,Alzheimer's disease,1634,33.6,South Carolina
3010,Alzheimer's disease,460,39.4,South Dakota
3011,Alzheimer's disease,2434,36.3,Tennessee
3012,Alzheimer's disease,5175,24.6,Texas
3013,Alzheimer's disease,83637,23.8,United States
3014,Alzheimer's disease,411,19.9,Utah
3015,Alzheimer's disease,284,35.3,Vermont
3016,Alzheimer's disease,1712,21.2,Virginia
3017,Alzheimer's disease,3219,43.8,Washington
3018,Alzheimer's disease,598,25.3,West Virginia
3019,Alzheimer's disease,1646,22.6,Wisconsin
3020,Alzheimer's disease,123,21.5,Wyoming
3021,Stroke,2628,49.5,Alabama
3022,Stroke,188,42.5,Alaska
3023,Stroke,2164,29.9,Arizona
3024,Stroke,1664,49.1,Arkansas
3025,Stroke,13542,35.4,California
3026,Stroke,1576,32.6,Colorado
3027,Stroke,1273,27,Connecticut
3028,Stroke,404,38.2,Delaware
3029,Stroke,207,33.8,District of Columbia
3030,Stroke,8456,30.7,Florida
3031,Stroke,3636,41.8,Georgia
3032,Stroke,634,35.2,Hawaii
3033,Stroke,610,37.2,Idaho
3034,Stroke,5337,37.7,Illinois
3035,Stroke,3073,42.7,Indiana
3036,Stroke,1422,34.1,Iowa
3037,Stroke,1343,39.4,Kansas
3038,Stroke,2073,44.3,Kentucky
3039,Stroke,2039,43.9,Louisiana
3040,Stroke,619,34.3,Maine
3041,Stroke,2280,36.5,Maryland
3042,Stroke,2371,28.3,Massachusetts
3043,Stroke,4414,37.3,Michigan
3044,Stroke,2081,33,Minnesota
3045,Stroke,1502,48.3,Mississippi
3046,Stroke,2989,42.2,Missouri
3047,Stroke,415,33.1,Montana
3048,Stroke,776,34.8,Nebraska
3049,Stroke,897,34.3,Nevada
3050,Stroke,457,29.3,New Hampshire
3051,Stroke,3440,32.7,New Jersey
3052,Stroke,677,30.3,New Mexico
3053,Stroke,6139,26.6,New York
3054,Stroke,4410,42.8,North Carolina
3055,Stroke,343,37.3,North Dakota
3056,Stroke,5788,41.2,Ohio
3057,Stroke,1893,45.7,Oklahoma
3058,Stroke,1763,37.5,Oregon
3059,Stroke,6546,37.4,Pennsylvania
3060,Stroke,433,30.6,Rhode Island
3061,Stroke,2349,45.9,South Carolina
3062,Stroke,408,37.4,South Dakota
3063,Stroke,3120,44.9,Tennessee
3064,Stroke,9305,41.8,Texas
3065,Stroke,128546,36.9,United States
3066,Stroke,809,37.8,Utah
3067,Stroke,281,35.9,Vermont
3068,Stroke,3394,40.7,Virginia
3069,Stroke,2513,34.3,Washington
3070,Stroke,1140,47.9,West Virginia
3071,Stroke,2520,36,Wisconsin
3072,Stroke,205,34.9,Wyoming
3073,CLRD,3015,55.2,Alabama
3074,CLRD,189,40.9,Alaska
3075,CLRD,3221,43.6,Arizona
3076,CLRD,1910,55.8,Arkansas
3077,CLRD,12963,34.5,California
3078,CLRD,2239,46.7,Colorado
3079,CLRD,1387,30.9,Connecticut
3080,CLRD,420,39.1,Delaware
3081,CLRD,139,23.5,District of Columbia
3082,CLRD,10585,38.4,Florida
3083,CLRD,3977,45,Georgia
3084,CLRD,312,17.7,Hawaii
3085,CLRD,754,46,Idaho
3086,CLRD,5313,38.6,Illinois
3087,CLRD,3962,55.5,Indiana
3088,CLRD,1824,46.8,Iowa
3089,CLRD,1687,51.8,Kansas
3090,CLRD,3100,64.2,Kentucky
3091,CLRD,2074,44.5,Louisiana
3092,CLRD,817,45.4,Maine
3093,CLRD,1981,32.3,Maryland
3094,CLRD,2520,31.7,Massachusetts
3095,CLRD,5251,45.2,Michigan
3096,CLRD,2124,35.3,Minnesota
3097,CLRD,1729,54.7,Mississippi
3098,CLRD,3650,51.7,Missouri
3099,CLRD,605,48.6,Montana
3100,CLRD,1052,48.9,Nebraska
3101,CLRD,1370,52,Nevada
3102,CLRD,674,43.5,New Hampshire
3103,CLRD,3271,31.7,New Jersey
3104,CLRD,965,42.5,New Mexico
3105,CLRD,7034,31.1,New York
3106,CLRD,4844,46.4,North Carolina
3107,CLRD,306,35.3,North Dakota
3108,CLRD,7070,51.2,Ohio
3109,CLRD,2585,61.4,Oklahoma
3110,CLRD,1915,42.2,Oregon
3111,CLRD,6550,38.8,Pennsylvania
3112,CLRD,504,36.9,Rhode Island
3113,CLRD,2467,46.9,South Carolina
3114,CLRD,481,45.7,South Dakota
3115,CLRD,3695,51.8,Tennessee
3116,CLRD,9524,42.7,Texas
3117,CLRD,143489,41.5,United States
3118,CLRD,663,30.6,Utah
3119,CLRD,364,46.3,Vermont
3120,CLRD,3070,36.9,Virginia
3121,CLRD,2955,41,Washington
3122,CLRD,1524,62.4,West Virginia
3123,CLRD,2524,37.1,Wisconsin
3124,CLRD,334,55.8,Wyoming
3125,Diabetes,1300,23.9,Alabama
3126,Diabetes,107,18.8,Alaska
3127,Diabetes,1736,23.4,Arizona
3128,Diabetes,833,24.6,Arkansas
3129,Diabetes,7895,20.7,California
3130,Diabetes,797,15.9,Colorado
3131,Diabetes,631,14.2,Connecticut
3132,Diabetes,241,22.3,Delaware
3133,Diabetes,145,24.1,District of Columbia
3134,Diabetes,5092,19.2,Florida
3135,Diabetes,2088,22.6,Georgia
3136,Diabetes,277,16.2,Hawaii
3137,Diabetes,371,22.9,Idaho
3138,Diabetes,2706,19.2,Illinois
3139,Diabetes,1860,25.9,Indiana
3140,Diabetes,692,17.6,Iowa
3141,Diabetes,639,19.6,Kansas
3142,Diabetes,1256,25.9,Kentucky
3143,Diabetes,1290,26.9,Louisiana
3144,Diabetes,380,21.3,Maine
3145,Diabetes,1218,19.2,Maryland
3146,Diabetes,1099,13.6,Massachusetts
3147,Diabetes,2685,23,Michigan
3148,Diabetes,1165,19.1,Minnesota
3149,Diabetes,1050,32.6,Mississippi
3150,Diabetes,1377,19.6,Missouri
3151,Diabetes,233,19.1,Montana
3152,Diabetes,442,20.7,Nebraska
3153,Diabetes,438,15.9,Nevada
3154,Diabetes,275,17.5,New Hampshire
3155,Diabetes,1988,19.3,New Jersey
3156,Diabetes,652,28.3,New Mexico
3157,Diabetes,4010,17.7,New York
3158,Diabetes,2409,22.6,North Carolina
3159,Diabetes,185,22,North Dakota
3160,Diabetes,3618,26.1,Ohio
3161,Diabetes,1201,28.4,Oklahoma
3162,Diabetes,1126,24.3,Oregon
3163,Diabetes,3735,22.3,Pennsylvania
3164,Diabetes,198,14.7,Rhode Island
3165,Diabetes,1197,22.3,South Carolina
3166,Diabetes,218,21.5,South Dakota
3167,Diabetes,1852,25.8,Tennessee
3168,Diabetes,5136,21.9,Texas
3169,Diabetes,73932,21.2,United States
3170,Diabetes,541,24.6,Utah
3171,Diabetes,168,21.4,Vermont
3172,Diabetes,1603,18.6,Virginia
3173,Diabetes,1650,22.4,Washington
3174,Diabetes,741,30.5,West Virginia
3175,Diabetes,1289,19,Wisconsin
3176,Diabetes,97,15.9,Wyoming
3177,Heart disease,12036,225.1,Alabama
3178,Heart disease,708,136.5,Alaska
3179,Heart disease,10689,145.5,Arizona
3180,Heart disease,7407,218.6,Arkansas
3181,Heart disease,59371,153.3,California
3182,Heart disease,6311,127.3,Colorado
3183,Heart disease,7282,155.3,Connecticut
3184,Heart disease,1790,168.8,Delaware
3185,Heart disease,1298,213,District of Columbia
3186,Heart disease,42125,153,Florida
3187,Heart disease,15825,177.6,Georgia
3188,Heart disease,2430,135.2,Hawaii
3189,Heart disease,2515,150.9,Idaho
3190,Heart disease,24667,172.7,Illinois
3191,Heart disease,13675,188.4,Indiana
3192,Heart disease,7005,170.4,Iowa
3193,Heart disease,5366,158.2,Kansas
3194,Heart disease,10024,208.2,Kentucky
3195,Heart disease,10074,213.1,Louisiana
3196,Heart disease,2623,145.9,Maine
3197,Heart disease,11023,174.4,Maryland
3198,Heart disease,11602,139.1,Massachusetts
3199,Heart disease,23520,197.9,Michigan
3200,Heart disease,7496,119.2,Minnesota
3201,Heart disease,7269,231.3,Mississippi
3202,Heart disease,13742,193.4,Missouri
3203,Heart disease,1903,151.1,Montana
3204,Heart disease,3307,146.9,Nebraska
3205,Heart disease,5166,192.5,Nevada
3206,Heart disease,2324,146.1,New Hampshire
3207,Heart disease,18340,171.5,New Jersey
3208,Heart disease,3352,147.8,New Mexico
3209,Heart disease,43795,186.5,New York
3210,Heart disease,17348,166.1,North Carolina
3211,Heart disease,1368,151.6,North Dakota
3212,Heart disease,26426,187.7,Ohio
3213,Heart disease,9198,220.4,Oklahoma
3214,Heart disease,6180,130.3,Oregon
3215,Heart disease,30952,177.7,Pennsylvania
3216,Heart disease,2360,165.2,Rhode Island
3217,Heart disease,9364,180.2,South Carolina
3218,Heart disease,1668,155.4,South Dakota
3219,Heart disease,14454,203.7,Tennessee
3220,Heart disease,39061,171.3,Texas
3221,Heart disease,599711,170.5,United States
3222,Heart disease,3091,142.4,Utah
3223,Heart disease,1206,150.6,Vermont
3224,Heart disease,13386,158.6,Virginia
3225,Heart disease,10360,139.3,Washington
3226,Heart disease,4942,208.1,West Virginia
3227,Heart disease,11282,160.7,Wisconsin
3228,Heart disease,1005,167.2,Wyoming
3229,Influenza and pneumonia,942,17.9,Alabama
3230,Influenza and pneumonia,52,10,Alaska
3231,Influenza and pneumonia,683,9.5,Arizona
3232,Influenza and pneumonia,734,21.9,Arkansas
3233,Influenza and pneumonia,5849,15.2,California
3234,Influenza and pneumonia,525,11,Colorado
3235,Influenza and pneumonia,558,11.8,Connecticut
3236,Influenza and pneumonia,121,11.3,Delaware
3237,Influenza and pneumonia,76,12.1,District of Columbia
3238,Influenza and pneumonia,2338,8.5,Florida
3239,Influenza and pneumonia,1390,16.4,Georgia
3240,Influenza and pneumonia,394,20.8,Hawaii
3241,Influenza and pneumonia,189,11.3,Idaho
3242,Influenza and pneumonia,2323,16.3,Illinois
3243,Influenza and pneumonia,973,13.5,Indiana
3244,Influenza and pneumonia,664,15.6,Iowa
3245,Influenza and pneumonia,624,18,Kansas
3246,Influenza and pneumonia,879,18.7,Kentucky
3247,Influenza and pneumonia,808,17.5,Louisiana
3248,Influenza and pneumonia,205,11.6,Maine
3249,Influenza and pneumonia,986,15.8,Maryland
3250,Influenza and pneumonia,1356,16.1,Massachusetts
3251,Influenza and pneumonia,1565,13.3,Michigan
3252,Influenza and pneumonia,674,10.6,Minnesota
3253,Influenza and pneumonia,565,18.1,Mississippi
3254,Influenza and pneumonia,1213,17,Missouri
3255,Influenza and pneumonia,155,12.2,Montana
3256,Influenza and pneumonia,291,12.7,Nebraska
3257,Influenza and pneumonia,496,19,Nevada
3258,Influenza and pneumonia,204,12.8,New Hampshire
3259,Influenza and pneumonia,1131,10.6,New Jersey
3260,Influenza and pneumonia,281,12.5,New Mexico
3261,Influenza and pneumonia,4404,18.8,New York
3262,Influenza and pneumonia,1899,18.5,North Carolina
3263,Influenza and pneumonia,133,14.3,North Dakota
3264,Influenza and pneumonia,2195,15.5,Ohio
3265,Influenza and pneumonia,573,13.8,Oklahoma
3266,Influenza and pneumonia,382,8.1,Oregon
3267,Influenza and pneumonia,2360,13.5,Pennsylvania
3268,Influenza and pneumonia,161,11.2,Rhode Island
