ID,Cause_Name,State
2641,Heart disease,Oklahoma
2642,Heart disease,Oregon
2643,Heart disease,Pennsylvania
2644,Heart disease,Rhode Island
2645,Heart disease,South Carolina
2646,Heart disease,South Dakota
2647,Heart disease,Tennessee
2648,Heart disease,Texas
2649,Heart disease,United States
2650,Heart disease,Utah
2651,Heart disease,Vermont
2652,Heart disease,Virginia
2653,Heart disease,Washington
2654,Heart disease,West Virginia
2655,Heart disease,Wisconsin
2656,Heart disease,Wyoming
2657,Influenza and pneumonia,Alabama
2658,Influenza and pneumonia,Alaska
2659,Influenza and pneumonia,Arizona
2660,Influenza and pneumonia,Arkansas
2661,Influenza and pneumonia,California
2662,Influenza and pneumonia,Colorado
2663,Influenza and pneumonia,Connecticut
2664,Influenza and pneumonia,Delaware
2665,Influenza and pneumonia,District of Columbia
2666,Influenza and pneumonia,Florida
2667,Influenza and pneumonia,Georgia
2668,Influenza and pneumonia,Hawaii
2669,Influenza and pneumonia,Idaho
2670,Influenza and pneumonia,Illinois
2671,Influenza and pneumonia,Indiana
2672,Influenza and pneumonia,Iowa
2673,Influenza and pneumonia,Kansas
2674,Influenza and pneumonia,Kentucky
2675,Influenza and pneumonia,Louisiana
2676,Influenza and pneumonia,Maine
2677,Influenza and pneumonia,Maryland
2678,Influenza and pneumonia,Massachusetts
2679,Influenza and pneumonia,Michigan
2680,Influenza and pneumonia,Minnesota
2681,Influenza and pneumonia,Mississippi
2682,Influenza and pneumonia,Missouri
2683,Influenza and pneumonia,Montana
2684,Influenza and pneumonia,Nebraska
2685,Influenza and pneumonia,Nevada
2686,Influenza and pneumonia,New Hampshire
2687,Influenza and pneumonia,New Jersey
2688,Influenza and pneumonia,New Mexico
2689,Influenza and pneumonia,New York
2690,Influenza and pneumonia,North Carolina
2691,Influenza and pneumonia,North Dakota
2692,Influenza and pneumonia,Ohio
2693,Influenza and pneumonia,Oklahoma
2694,Influenza and pneumonia,Oregon
2695,Influenza and pneumonia,Pennsylvania
2696,Influenza and pneumonia,Rhode Island
2697,Influenza and pneumonia,South Carolina
2698,Influenza and pneumonia,South Dakota
2699,Influenza and pneumonia,Tennessee
2700,Influenza and pneumonia,Texas
2701,Influenza and pneumonia,United States
2702,Influenza and pneumonia,Utah
2703,Influenza and pneumonia,Vermont
2704,Influenza and pneumonia,Virginia
2705,Influenza and pneumonia,Washington
2706,Influenza and pneumonia,West Virginia
2707,Influenza and pneumonia,Wisconsin
2708,Influenza and pneumonia,Wyoming
2709,Suicide,Alabama
2710,Suicide,Alaska
2711,Suicide,Arizona
2712,Suicide,Arkansas
2713,Suicide,California
2714,Suicide,Colorado
2715,Suicide,Connecticut
2716,Suicide,Delaware
2717,Suicide,District of Columbia
2718,Suicide,Florida
2719,Suicide,Georgia
2720,Suicide,Hawaii
2721,Suicide,Idaho
2722,Suicide,Illinois
2723,Suicide,Indiana
2724,Suicide,Iowa
2725,Suicide,Kansas
2726,Suicide,Kentucky
2727,Suicide,Louisiana
2728,Suicide,Maine
2729,Suicide,Maryland
2730,Suicide,Massachusetts
2731,Suicide,Michigan
2732,Suicide,Minnesota
2733,Suicide,Mississippi
2734,Suicide,Missouri
2735,Suicide,Montana
2736,Suicide,Nebraska
2737,Suicide,Nevada
2738,Suicide,New Hampshire
2739,Suicide,New Jersey
2740,Suicide,New Mexico
2741,Suicide,New York
2742,Suicide,North Carolina
2743,Suicide,North Dakota
2744,Suicide,Ohio
2745,Suicide,Oklahoma
2746,Suicide,Oregon
2747,Suicide,Pennsylvania
2748,Suicide,Rhode Island
2749,Suicide,South Carolina
2750,Suicide,South Dakota
2751,Suicide,Tennessee
2752,Suicide,Texas
2753,Suicide,United States
2754,Suicide,Utah
2755,Suicide,Vermont
2756,Suicide,Virginia
2757,Suicide,Washington
2758,Suicide,West Virginia
2759,Suicide,Wisconsin
2760,Suicide,Wyoming
2761,Cancer,Alabama
2762,Cancer,Alaska
2763,Cancer,Arizona
2764,Cancer,Arkansas
2765,Cancer,California
2766,Cancer,Colorado
2767,Cancer,Connecticut
2768,Cancer,Delaware
2769,Cancer,District of Columbia
2770,Cancer,Florida
2771,Cancer,Georgia
2772,Cancer,Hawaii
2773,Cancer,Idaho
2774,Cancer,Illinois
2775,Cancer,Indiana
2776,Cancer,Iowa
2777,Cancer,Kansas
2778,Cancer,Kentucky
2779,Cancer,Louisiana
2780,Cancer,Maine
2781,Cancer,Maryland
2782,Cancer,Massachusetts
2783,Cancer,Michigan
2784,Cancer,Minnesota
2785,Cancer,Mississippi
2786,Cancer,Missouri
2787,Cancer,Montana
2788,Cancer,Nebraska
2789,Cancer,Nevada
2790,Cancer,New Hampshire
2791,Cancer,New Jersey
2792,Cancer,New Mexico
2793,Cancer,New York
2794,Cancer,North Carolina
2795,Cancer,North Dakota
2796,Cancer,Ohio
2797,Cancer,Oklahoma
2798,Cancer,Oregon
2799,Cancer,Pennsylvania
2800,Cancer,Rhode Island
2801,Cancer,South Carolina
2802,Cancer,South Dakota
2803,Cancer,Tennessee
2804,Cancer,Texas
2805,Cancer,United States
2806,Cancer,Utah
2807,Cancer,Vermont
2808,Cancer,Virginia
2809,Cancer,Washington
2810,Cancer,West Virginia
2811,Cancer,Wisconsin
2812,Cancer,Wyoming
2813,Kidney disease,Alabama
2814,Kidney disease,Alaska
2815,Kidney disease,Arizona
2816,Kidney disease,Arkansas
2817,Kidney disease,California
2818,Kidney disease,Colorado
2819,Kidney disease,Connecticut
2820,Kidney disease,Delaware
2821,Kidney disease,District of Columbia
2822,Kidney disease,Florida
2823,Kidney disease,Georgia
2824,Kidney disease,Hawaii
2825,Kidney disease,Idaho
2826,Kidney disease,Illinois
2827,Kidney disease,Indiana
2828,Kidney disease,Iowa
2829,Kidney disease,Kansas
2830,Kidney disease,Kentucky
2831,Kidney disease,Louisiana
2832,Kidney disease,Maine
2833,Kidney disease,Maryland
2834,Kidney disease,Massachusetts
2835,Kidney disease,Michigan
2836,Kidney disease,Minnesota
2837,Kidney disease,Mississippi
2838,Kidney disease,Missouri
2839,Kidney disease,Montana
2840,Kidney disease,Nebraska
2841,Kidney disease,Nevada
2842,Kidney disease,New Hampshire
2843,Kidney disease,New Jersey
2844,Kidney disease,New Mexico
2845,Kidney disease,New York
2846,Kidney disease,North Carolina
2847,Kidney disease,North Dakota
2848,Kidney disease,Ohio
2849,Kidney disease,Oklahoma
2850,Kidney disease,Oregon
2851,Kidney disease,Pennsylvania
2852,Kidney disease,Rhode Island
2853,Kidney disease,South Carolina
2854,Kidney disease,South Dakota
2855,Kidney disease,Tennessee
2856,Kidney disease,Texas
2857,Kidney disease,United States
2858,Kidney disease,Utah
2859,Kidney disease,Vermont
2860,Kidney disease,Virginia
2861,Kidney disease,Washington
2862,Kidney disease,West Virginia
2863,Kidney disease,Wisconsin
2864,Kidney disease,Wyoming
2865,Unintentional injuries,Alabama
2866,Unintentional injuries,Alaska
2867,Unintentional injuries,Arizona
2868,Unintentional injuries,Arkansas
2869,Unintentional injuries,California
2870,Unintentional injuries,Colorado
2871,Unintentional injuries,Connecticut
2872,Unintentional injuries,Delaware
2873,Unintentional injuries,District of Columbia
2874,Unintentional injuries,Florida
2875,Unintentional injuries,Georgia
2876,Unintentional injuries,Hawaii
2877,Unintentional injuries,Idaho
2878,Unintentional injuries,Illinois
2879,Unintentional injuries,Indiana
2880,Unintentional injuries,Iowa
2881,Unintentional injuries,Kansas
2882,Unintentional injuries,Kentucky
2883,Unintentional injuries,Louisiana
2884,Unintentional injuries,Maine
2885,Unintentional injuries,Maryland
2886,Unintentional injuries,Massachusetts
2887,Unintentional injuries,Michigan
2888,Unintentional injuries,Minnesota
2889,Unintentional injuries,Mississippi
2890,Unintentional injuries,Missouri
2891,Unintentional injuries,Montana
2892,Unintentional injuries,Nebraska
2893,Unintentional injuries,Nevada
2894,Unintentional injuries,New Hampshire
2895,Unintentional injuries,New Jersey
2896,Unintentional injuries,New Mexico
2897,Unintentional injuries,New York
2898,Unintentional injuries,North Carolina
2899,Unintentional injuries,North Dakota
2900,Unintentional injuries,Ohio
2901,Unintentional injuries,Oklahoma
2902,Unintentional injuries,Oregon
2903,Unintentional injuries,Pennsylvania
2904,Unintentional injuries,Rhode Island
2905,Unintentional injuries,South Carolina
2906,Unintentional injuries,South Dakota
2907,Unintentional injuries,Tennessee
2908,Unintentional injuries,Texas
2909,Unintentional injuries,United States
2910,Unintentional injuries,Utah
2911,Unintentional injuries,Vermont
2912,Unintentional injuries,Virginia
2913,Unintentional injuries,Washington
2914,Unintentional injuries,West Virginia
2915,Unintentional injuries,Wisconsin
2916,Unintentional injuries,Wyoming
2917,All causes,Alabama
2918,All causes,Alaska
2919,All causes,Arizona
2920,All causes,Arkansas
2921,All causes,California
2922,All causes,Colorado
2923,All causes,Connecticut
2924,All causes,Delaware
2925,All causes,District of Columbia
2926,All causes,Florida
2927,All causes,Georgia
2928,All causes,Hawaii
2929,All causes,Idaho
2930,All causes,Illinois
2931,All causes,Indiana
2932,All causes,Iowa
2933,All causes,Kansas
2934,All causes,Kentucky
2935,All causes,Louisiana
2936,All causes,Maine
2937,All causes,Maryland
2938,All causes,Massachusetts
2939,All causes,Michigan
2940,All causes,Minnesota
2941,All causes,Mississippi
2942,All causes,Missouri
2943,All causes,Montana
2944,All causes,Nebraska
2945,All causes,Nevada
2946,All causes,New Hampshire
2947,All causes,New Jersey
2948,All causes,New Mexico
2949,All causes,New York
2950,All causes,North Carolina
2951,All causes,North Dakota
2952,All causes,Ohio
2953,All causes,Oklahoma
2954,All causes,Oregon
2955,All causes,Pennsylvania
2956,All causes,Rhode Island
2957,All causes,South Carolina
2958,All causes,South Dakota
2959,All causes,Tennessee
2960,All causes,Texas
2961,All causes,United States
2962,All causes,Utah
2963,All causes,Vermont
2964,All causes,Virginia
2965,All causes,Washington
2966,All causes,West Virginia
2967,All causes,Wisconsin
2968,All causes,Wyoming
2969,Alzheimer's disease,Alabama
2970,Alzheimer's disease,Alaska
2971,Alzheimer's disease,Arizona
2972,Alzheimer's disease,Arkansas
2973,Alzheimer's disease,California
2974,Alzheimer's disease,Colorado
2975,Alzheimer's disease,Connecticut
2976,Alzheimer's disease,Delaware
2977,Alzheimer's disease,District of Columbia
2978,Alzheimer's disease,Florida
2979,Alzheimer's disease,Georgia
2980,Alzheimer's disease,Hawaii
2981,Alzheimer's disease,Idaho
2982,Alzheimer's disease,Illinois
2983,Alzheimer's disease,Indiana
2984,Alzheimer's disease,Iowa
2985,Alzheimer's disease,Kansas
2986,Alzheimer's disease,Kentucky
2987,Alzheimer's disease,Louisiana
2988,Alzheimer's disease,Maine
2989,Alzheimer's disease,Maryland
2990,Alzheimer's disease,Massachusetts
2991,Alzheimer's disease,Michigan
2992,Alzheimer's disease,Minnesota
2993,Alzheimer's disease,Mississippi
2994,Alzheimer's disease,Missouri
2995,Alzheimer's disease,Montana
2996,Alzheimer's disease,Nebraska
2997,Alzheimer's disease,Nevada
2998,Alzheimer's disease,New Hampshire
2999,Alzheimer's disease,New Jersey
3000,Alzheimer's disease,New Mexico
3001,Alzheimer's disease,New York
3002,Alzheimer's disease,North Carolina
3003,Alzheimer's disease,North Dakota
3004,Alzheimer's disease,Ohio
3005,Alzheimer's disease,Oklahoma
3006,Alzheimer's disease,Oregon
3007,Alzheimer's disease,Pennsylvania
3008,Alzheimer's disease,Rhode Island
3009,Alzheimer's disease,South Carolina
3010,Alzheimer's disease,South Dakota
3011,Alzheimer's disease,Tennessee
3012,Alzheimer's disease,Texas
3013,Alzheimer's disease,United States
3014,Alzheimer's disease,Utah
3015,Alzheimer's disease,Vermont
3016,Alzheimer's disease,Virginia
3017,Alzheimer's disease,Washington
3018,Alzheimer's disease,West Virginia
3019,Alzheimer's disease,Wisconsin
3020,Alzheimer's disease,Wyoming
3021,Stroke,Alabama
3022,Stroke,Alaska
3023,Stroke,Arizona
3024,Stroke,Arkansas
3025,Stroke,California
3026,Stroke,Colorado
3027,Stroke,Connecticut
3028,Stroke,Delaware
3029,Stroke,District of Columbia
3030,Stroke,Florida
3031,Stroke,Georgia
3032,Stroke,Hawaii
3033,Stroke,Idaho
3034,Stroke,Illinois
3035,Stroke,Indiana
3036,Stroke,Iowa
3037,Stroke,Kansas
3038,Stroke,Kentucky
3039,Stroke,Louisiana
3040,Stroke,Maine
3041,Stroke,Maryland
3042,Stroke,Massachusetts
3043,Stroke,Michigan
3044,Stroke,Minnesota
3045,Stroke,Mississippi
3046,Stroke,Missouri
3047,Stroke,Montana
3048,Stroke,Nebraska
3049,Stroke,Nevada
3050,Stroke,New Hampshire
3051,Stroke,New Jersey
3052,Stroke,New Mexico
3053,Stroke,New York
3054,Stroke,North Carolina
3055,Stroke,North Dakota
3056,Stroke,Ohio
3057,Stroke,Oklahoma
3058,Stroke,Oregon
3059,Stroke,Pennsylvania
3060,Stroke,Rhode Island
3061,Stroke,South Carolina
3062,Stroke,South Dakota
3063,Stroke,Tennessee
3064,Stroke,Texas
3065,Stroke,United States
3066,Stroke,Utah
3067,Stroke,Vermont
3068,Stroke,Virginia
3069,Stroke,Washington
3070,Stroke,West Virginia
3071,Stroke,Wisconsin
3072,Stroke,Wyoming
3073,CLRD,Alabama
3074,CLRD,Alaska
3075,CLRD,Arizona
3076,CLRD,Arkansas
3077,CLRD,California
3078,CLRD,Colorado
3079,CLRD,Connecticut
3080,CLRD,Delaware
3081,CLRD,District of Columbia
3082,CLRD,Florida
3083,CLRD,Georgia
3084,CLRD,Hawaii
3085,CLRD,Idaho
3086,CLRD,Illinois
3087,CLRD,Indiana
3088,CLRD,Iowa
3089,CLRD,Kansas
3090,CLRD,Kentucky
3091,CLRD,Louisiana
3092,CLRD,Maine
3093,CLRD,Maryland
3094,CLRD,Massachusetts
3095,CLRD,Michigan
3096,CLRD,Minnesota
3097,CLRD,Mississippi
3098,CLRD,Missouri
3099,CLRD,Montana
3100,CLRD,Nebraska
3101,CLRD,Nevada
3102,CLRD,New Hampshire
3103,CLRD,New Jersey
3104,CLRD,New Mexico
3105,CLRD,New York
3106,CLRD,North Carolina
3107,CLRD,North Dakota
3108,CLRD,Ohio
3109,CLRD,Oklahoma
3110,CLRD,Oregon
3111,CLRD,Pennsylvania
3112,CLRD,Rhode Island
3113,CLRD,South Carolina
3114,CLRD,South Dakota
3115,CLRD,Tennessee
3116,CLRD,Texas
3117,CLRD,United States
3118,CLRD,Utah
3119,CLRD,Vermont
3120,CLRD,Virginia
3121,CLRD,Washington
3122,CLRD,West Virginia
3123,CLRD,Wisconsin
3124,CLRD,Wyoming
3125,Diabetes,Alabama
3126,Diabetes,Alaska
3127,Diabetes,Arizona
3128,Diabetes,Arkansas
3129,Diabetes,California
3130,Diabetes,Colorado
3131,Diabetes,Connecticut
3132,Diabetes,Delaware
3133,Diabetes,District of Columbia
3134,Diabetes,Florida
3135,Diabetes,Georgia
3136,Diabetes,Hawaii
3137,Diabetes,Idaho
3138,Diabetes,Illinois
3139,Diabetes,Indiana
3140,Diabetes,Iowa
3141,Diabetes,Kansas
3142,Diabetes,Kentucky
3143,Diabetes,Louisiana
3144,Diabetes,Maine
3145,Diabetes,Maryland
3146,Diabetes,Massachusetts
3147,Diabetes,Michigan
3148,Diabetes,Minnesota
3149,Diabetes,Mississippi
3150,Diabetes,Missouri
3151,Diabetes,Montana
3152,Diabetes,Nebraska
3153,Diabetes,Nevada
3154,Diabetes,New Hampshire
3155,Diabetes,New Jersey
3156,Diabetes,New Mexico
3157,Diabetes,New York
3158,Diabetes,North Carolina
3159,Diabetes,North Dakota
3160,Diabetes,Ohio
3161,Diabetes,Oklahoma
3162,Diabetes,Oregon
3163,Diabetes,Pennsylvania
3164,Diabetes,Rhode Island
3165,Diabetes,South Carolina
3166,Diabetes,South Dakota
3167,Diabetes,Tennessee
3168,Diabetes,Texas
3169,Diabetes,United States
3170,Diabetes,Utah
3171,Diabetes,Vermont
3172,Diabetes,Virginia
3173,Diabetes,Washington
3174,Diabetes,West Virginia
3175,Diabetes,Wisconsin
3176,Diabetes,Wyoming
3177,Heart disease,Alabama
3178,Heart disease,Alaska
3179,Heart disease,Arizona
3180,Heart disease,Arkansas
3181,Heart disease,California
3182,Heart disease,Colorado
3183,Heart disease,Connecticut
3184,Heart disease,Delaware
3185,Heart disease,District of Columbia
3186,Heart disease,Florida
3187,Heart disease,Georgia
3188,Heart disease,Hawaii
3189,Heart disease,Idaho
3190,Heart disease,Illinois
3191,Heart disease,Indiana
3192,Heart disease,Iowa
3193,Heart disease,Kansas
3194,Heart disease,Kentucky
3195,Heart disease,Louisiana
3196,Heart disease,Maine
3197,Heart disease,Maryland
3198,Heart disease,Massachusetts
3199,Heart disease,Michigan
3200,Heart disease,Minnesota
3201,Heart disease,Mississippi
3202,Heart disease,Missouri
3203,Heart disease,Montana
3204,Heart disease,Nebraska
3205,Heart disease,Nevada
3206,Heart disease,New Hampshire
3207,Heart disease,New Jersey
3208,Heart disease,New Mexico
3209,Heart disease,New York
3210,Heart disease,North Carolina
3211,Heart disease,North Dakota
3212,Heart disease,Ohio
3213,Heart disease,Oklahoma
3214,Heart disease,Oregon
3215,Heart disease,Pennsylvania
3216,Heart disease,Rhode Island
3217,Heart disease,South Carolina
3218,Heart disease,South Dakota
3219,Heart disease,Tennessee
3220,Heart disease,Texas
3221,Heart disease,United States
3222,Heart disease,Utah
3223,Heart disease,Vermont
3224,Heart disease,Virginia
3225,Heart disease,Washington
3226,Heart disease,West Virginia
3227,Heart disease,Wisconsin
3228,Heart disease,Wyoming
3229,Influenza and pneumonia,Alabama
3230,Influenza and pneumonia,Alaska
3231,Influenza and pneumonia,Arizona
3232,Influenza and pneumonia,Arkansas
3233,Influenza and pneumonia,California
3234,Influenza and pneumonia,Colorado
3235,Influenza and pneumonia,Connecticut
3236,Influenza and pneumonia,Delaware
3237,Influenza and pneumonia,District of Columbia
3238,Influenza and pneumonia,Florida
3239,Influenza and pneumonia,Georgia
3240,Influenza and pneumonia,Hawaii
3241,Influenza and pneumonia,Idaho
3242,Influenza and pneumonia,Illinois
3243,Influenza and pneumonia,Indiana
3244,Influenza and pneumonia,Iowa
3245,Influenza and pneumonia,Kansas
3246,Influenza and pneumonia,Kentucky
3247,Influenza and pneumonia,Louisiana
3248,Influenza and pneumonia,Maine
3249,Influenza and pneumonia,Maryland
3250,Influenza and pneumonia,Massachusetts
3251,Influenza and pneumonia,Michigan
3252,Influenza and pneumonia,Minnesota
3253,Influenza and pneumonia,Mississippi
3254,Influenza and pneumonia,Missouri
3255,Influenza and pneumonia,Montana
3256,Influenza and pneumonia,Nebraska
3257,Influenza and pneumonia,Nevada
3258,Influenza and pneumonia,New Hampshire
3259,Influenza and pneumonia,New Jersey
3260,Influenza and pneumonia,New Mexico
3261,Influenza and pneumonia,New York
3262,Influenza and pneumonia,North Carolina
3263,Influenza and pneumonia,North Dakota
3264,Influenza and pneumonia,Ohio
3265,Influenza and pneumonia,Oklahoma
3266,Influenza and pneumonia,Oregon
3267,Influenza and pneumonia,Pennsylvania
3268,Influenza and pneumonia,Rhode Island
3269,Influenza and pneumonia,South Carolina
3270,Influenza and pneumonia,South Dakota
3271,Influenza and pneumonia,Tennessee
3272,Influenza and pneumonia,Texas
3273,Influenza and pneumonia,United States
3274,Influenza and pneumonia,Utah
3275,Influenza and pneumonia,Vermont
3276,Influenza and pneumonia,Virginia
3277,Influenza and pneumonia,Washington
3278,Influenza and pneumonia,West Virginia
3279,Influenza and pneumonia,Wisconsin
3280,Influenza and pneumonia,Wyoming
3281,Suicide,Alabama
3282,Suicide,Alaska
3283,Suicide,Arizona
3284,Suicide,Arkansas
3285,Suicide,California
3286,Suicide,Colorado
3287,Suicide,Connecticut
3288,Suicide,Delaware
3289,Suicide,District of Columbia
3290,Suicide,Florida
3291,Suicide,Georgia
3292,Suicide,Hawaii
3293,Suicide,Idaho
3294,Suicide,Illinois
3295,Suicide,Indiana
3296,Suicide,Iowa
3297,Suicide,Kansas
3298,Suicide,Kentucky
3299,Suicide,Louisiana
3300,Suicide,Maine
3301,Suicide,Maryland
3302,Suicide,Massachusetts
3303,Suicide,Michigan
3304,Suicide,Minnesota
3305,Suicide,Mississippi
3306,Suicide,Missouri
3307,Suicide,Montana
3308,Suicide,Nebraska
3309,Suicide,Nevada
3310,Suicide,New Hampshire
3311,Suicide,New Jersey
3312,Suicide,New Mexico
3313,Suicide,New York
3314,Suicide,North Carolina
3315,Suicide,North Dakota
3316,Suicide,Ohio
3317,Suicide,Oklahoma
3318,Suicide,Oregon
3319,Suicide,Pennsylvania
3320,Suicide,Rhode Island
3321,Suicide,South Carolina
3322,Suicide,South Dakota
3323,Suicide,Tennessee
3324,Suicide,Texas
3325,Suicide,United States
3326,Suicide,Utah
3327,Suicide,Vermont
3328,Suicide,Virginia
3329,Suicide,Washington
3330,Suicide,West Virginia
3331,Suicide,Wisconsin
3332,Suicide,Wyoming
3333,Cancer,Alabama
3334,Cancer,Alaska
3335,Cancer,Arizona
3336,Cancer,Arkansas
3337,Cancer,California
3338,Cancer,Colorado
3339,Cancer,Connecticut
3340,Cancer,Delaware
3341,Cancer,District of Columbia
3342,Cancer,Florida
3343,Cancer,Georgia
3344,Cancer,Hawaii
3345,Cancer,Idaho
3346,Cancer,Illinois
3347,Cancer,Indiana
3348,Cancer,Iowa
3349,Cancer,Kansas
3350,Cancer,Kentucky
3351,Cancer,Louisiana
3352,Cancer,Maine
3353,Cancer,Maryland
3354,Cancer,Massachusetts
3355,Cancer,Michigan
3356,Cancer,Minnesota
3357,Cancer,Mississippi
3358,Cancer,Missouri
3359,Cancer,Montana
3360,Cancer,Nebraska
3361,Cancer,Nevada
3362,Cancer,New Hampshire
3363,Cancer,New Jersey
3364,Cancer,New Mexico
3365,Cancer,New York
3366,Cancer,North Carolina
3367,Cancer,North Dakota
3368,Cancer,Ohio
3369,Cancer,Oklahoma
3370,Cancer,Oregon
3371,Cancer,Pennsylvania
3372,Cancer,Rhode Island
3373,Cancer,South Carolina
3374,Cancer,South Dakota
3375,Cancer,Tennessee
3376,Cancer,Texas
3377,Cancer,United States
3378,Cancer,Utah
3379,Cancer,Vermont
3380,Cancer,Virginia
3381,Cancer,Washington
3382,Cancer,West Virginia
3383,Cancer,Wisconsin
3384,Cancer,Wyoming
3385,Kidney disease,Alabama
3386,Kidney disease,Alaska
3387,Kidney disease,Arizona
3388,Kidney disease,Arkansas
3389,Kidney disease,California
3390,Kidney disease,Colorado
3391,Kidney disease,Connecticut
3392,Kidney disease,Delaware
3393,Kidney disease,District of Columbia
3394,Kidney disease,Florida
3395,Kidney disease,Georgia
3396,Kidney disease,Hawaii
3397,Kidney disease,Idaho
3398,Kidney disease,Illinois
3399,Kidney disease,Indiana
3400,Kidney disease,Iowa
3401,Kidney disease,Kansas
3402,Kidney disease,Kentucky
3403,Kidney disease,Louisiana
3404,Kidney disease,Maine
3405,Kidney disease,Maryland
3406,Kidney disease,Massachusetts
3407,Kidney disease,Michigan
3408,Kidney disease,Minnesota
3409,Kidney disease,Mississippi
3410,Kidney disease,Missouri
3411,Kidney disease,Montana
3412,Kidney disease,Nebraska
3413,Kidney disease,Nevada
3414,Kidney disease,New Hampshire
3415,Kidney disease,New Jersey
3416,Kidney disease,New Mexico
3417,Kidney disease,New York
3418,Kidney disease,North Carolina
3419,Kidney disease,North Dakota
3420,Kidney disease,Ohio
3421,Kidney disease,Oklahoma
3422,Kidney disease,Oregon
3423,Kidney disease,Pennsylvania
3424,Kidney disease,Rhode Island
3425,Kidney disease,South Carolina
3426,Kidney disease,South Dakota
3427,Kidney disease,Tennessee
3428,Kidney disease,Texas
3429,Kidney disease,United States
3430,Kidney disease,Utah
3431,Kidney disease,Vermont
3432,Kidney disease,Virginia
3433,Kidney disease,Washington
3434,Kidney disease,West Virginia
3435,Kidney disease,Wisconsin
3436,Kidney disease,Wyoming
3437,Unintentional injuries,Alabama
3438,Unintentional injuries,Alaska
3439,Unintentional injuries,Arizona
3440,Unintentional injuries,Arkansas
3441,Unintentional injuries,California
3442,Unintentional injuries,Colorado
3443,Unintentional injuries,Connecticut
3444,Unintentional injuries,Delaware
3445,Unintentional injuries,District of Columbia
3446,Unintentional injuries,Florida
3447,Unintentional injuries,Georgia
3448,Unintentional injuries,Hawaii
3449,Unintentional injuries,Idaho
3450,Unintentional injuries,Illinois
3451,Unintentional injuries,Indiana
3452,Unintentional injuries,Iowa
3453,Unintentional injuries,Kansas
3454,Unintentional injuries,Kentucky
3455,Unintentional injuries,Louisiana
3456,Unintentional injuries,Maine
3457,Unintentional injuries,Maryland
3458,Unintentional injuries,Massachusetts
3459,All causes,Tennessee
3460,Unintentional injuries,Michigan
3461,Unintentional injuries,Minnesota
3462,Unintentional injuries,Mississippi
3463,Unintentional injuries,Missouri
3464,Unintentional injuries,Montana
3465,Unintentional injuries,Nebraska
3466,Unintentional injuries,Nevada
3467,Unintentional injuries,New Hampshire
3468,Unintentional injuries,New Jersey
3469,Unintentional injuries,New Mexico
3470,Unintentional injuries,New York
3471,Unintentional injuries,North Carolina
3472,Unintentional injuries,North Dakota
3473,Unintentional injuries,Ohio
3474,Unintentional injuries,Oklahoma
3475,Unintentional injuries,Oregon
3476,Unintentional injuries,Pennsylvania
3477,Unintentional injuries,Rhode Island
3478,Unintentional injuries,South Carolina
3479,Unintentional injuries,South Dakota
3480,Unintentional injuries,Tennessee
3481,Unintentional injuries,Texas
3482,Unintentional injuries,United States
3483,Unintentional injuries,Utah
3484,Unintentional injuries,Vermont
3485,Unintentional injuries,Virginia
3486,Unintentional injuries,Washington
3487,Unintentional injuries,West Virginia
3488,Unintentional injuries,Wisconsin
3489,Unintentional injuries,Wyoming
3490,All causes,Alabama
3491,All causes,Alaska
3492,All causes,Arizona
3493,All causes,Arkansas
3494,All causes,California
3495,All causes,Colorado
3496,All causes,Connecticut
3497,All causes,Delaware
3498,All causes,District of Columbia
3499,All causes,Florida
3500,All causes,Georgia
3501,All causes,Hawaii
3502,All causes,Idaho
3503,All causes,Illinois
3504,All causes,Indiana
3505,All causes,Iowa
3506,All causes,Kansas
3507,All causes,Kentucky
3508,All causes,Louisiana
3509,All causes,Maine
3510,All causes,Maryland
3511,All causes,Massachusetts
3512,All causes,Michigan
3513,All causes,Minnesota
3514,All causes,Mississippi
3515,All causes,Missouri
3516,All causes,Montana
3517,All causes,Nebraska
3518,All causes,Nevada
3519,All causes,New Hampshire
3520,All causes,New Jersey
3521,All causes,New Mexico
3522,All causes,New York
3523,All causes,North Carolina
3524,All causes,North Dakota
3525,All causes,Ohio
3526,All causes,Oklahoma
3527,All causes,Oregon
3528,All causes,Pennsylvania
3529,All causes,Rhode Island
3530,All causes,South Carolina
3531,All causes,South Dakota
3532,All causes,Tennessee
3533,All causes,Texas
3534,All causes,United States
3535,All causes,Utah
3536,All causes,Vermont
3537,All causes,Virginia
3538,All causes,Washington
3539,All causes,West Virginia
3540,All causes,Wisconsin
3541,All causes,Wyoming
3542,Alzheimer's disease,Alabama
3543,Alzheimer's disease,Alaska
3544,Alzheimer's disease,Arizona
3545,Alzheimer's disease,Arkansas
3546,Alzheimer's disease,California
3547,Alzheimer's disease,Colorado
3548,Alzheimer's disease,Connecticut
3549,Alzheimer's disease,Delaware
3550,Alzheimer's disease,District of Columbia
3551,Alzheimer's disease,Florida
3552,Alzheimer's disease,Georgia
3553,Alzheimer's disease,Hawaii
3554,Alzheimer's disease,Idaho
3555,Alzheimer's disease,Illinois
3556,Alzheimer's disease,Indiana
3557,Alzheimer's disease,Iowa
3558,Alzheimer's disease,Kansas
3559,Alzheimer's disease,Kentucky
3560,Alzheimer's disease,Louisiana
3561,Alzheimer's disease,Maine
3562,Alzheimer's disease,Maryland
3563,Alzheimer's disease,Massachusetts
3564,Alzheimer's disease,Michigan
